cycle,timestamp,model,tp_size,current_gpus,planned_gpus,planned_collides
1,1787249271.409231,model_3,1,2,2,0
1,1787249271.409231,model_1,2,2|3,2|3,0
1,1787249271.409231,model_2,1,1,1,0
1,1787249271.409231,model_4,1,0,0,0
1,1787249271.409231,model_5,1,0,0,0
1,1787249271.409231,model_6,1,1,1,0
2,1787249276.7326334,model_1,2,2|3,2|3,0
2,1787249276.7326334,model_3,1,2,2,0
2,1787249276.7326334,model_4,1,0,0,0
2,1787249276.7326334,model_2,1,1,1,0
2,1787249276.7326334,model_5,1,0,0,0
2,1787249276.7326334,model_6,1,1,1,0
3,1787249281.7950854,model_3,1,2,2,0
3,1787249281.7950854,model_1,2,2|3,2|3,0
3,1787249281.7950854,model_4,1,0,0,0
3,1787249281.7950854,model_2,1,1,1,0
3,1787249281.7950854,model_5,1,0,0,0
3,1787249281.7950854,model_6,1,1,1,0
4,1787249286.852931,model_3,1,2,2,0
4,1787249286.852931,model_1,2,2|3,2|3,0
4,1787249286.852931,model_4,1,0,0,0
4,1787249286.852931,model_2,1,1,1,0
4,1787249286.852931,model_5,1,0,0,0
4,1787249286.852931,model_6,1,1,1,0
5,1787249291.9000182,model_3,1,2,2,0
5,1787249291.9000182,model_1,2,2|3,2|3,0
5,1787249291.9000182,model_4,1,0,0,0
5,1787249291.9000182,model_2,1,1,1,0
5,1787249291.9000182,model_5,1,0,0,0
5,1787249291.9000182,model_6,1,1,1,0
6,1787249297.0197663,model_3,1,2,2,0
6,1787249297.0197663,model_1,2,2|3,2|3,0
6,1787249297.0197663,model_4,1,0,0,0
6,1787249297.0197663,model_2,1,1,1,0
6,1787249297.0197663,model_5,1,0,0,0
6,1787249297.0197663,model_6,1,1,1,0
7,1787249302.03332,model_3,1,2,2,0
7,1787249302.03332,model_1,2,2|3,2|3,0
7,1787249302.03332,model_4,1,0,0,0
7,1787249302.03332,model_2,1,1,1,0
7,1787249302.03332,model_5,1,0,0,0
7,1787249302.03332,model_6,1,1,1,0
8,1787249307.2824807,model_3,1,2,2,0
8,1787249307.2824807,model_1,2,2|3,2|3,0
8,1787249307.2824807,model_4,1,0,0,0
8,1787249307.2824807,model_2,1,1,1,0
8,1787249307.2824807,model_5,1,0,0,0
8,1787249307.2824807,model_6,1,1,1,0
9,1787249312.4193394,model_1,2,2|3,2|3,0
9,1787249312.4193394,model_3,1,2,2,0
9,1787249312.4193394,model_4,1,0,0,0
9,1787249312.4193394,model_2,1,1,1,0
9,1787249312.4193394,model_5,1,0,0,0
9,1787249312.4193394,model_6,1,1,1,0
10,1787249318.3325007,model_1,2,2|3,2|3,0
10,1787249318.3325007,model_3,1,2,2,0
10,1787249318.3325007,model_4,1,0,0,0
10,1787249318.3325007,model_2,1,1,1,0
10,1787249318.3325007,model_5,1,0,0,0
10,1787249318.3325007,model_6,1,1,1,0
11,1787249323.3698204,model_1,2,2|3,2|3,0
11,1787249323.3698204,model_3,1,2,2,0
11,1787249323.3698204,model_4,1,0,0,0
11,1787249323.3698204,model_2,1,1,1,0
11,1787249323.3698204,model_5,1,0,0,0
11,1787249323.3698204,model_6,1,1,1,0
12,1787249328.4106724,model_1,2,2|3,2|3,0
12,1787249328.4106724,model_3,1,2,2,0
12,1787249328.4106724,model_4,1,0,0,0
13,1787249333.630403,model_1,2,2|3,2|3,0
13,1787249333.630403,model_3,1,2,2,0
13,1787249333.630403,model_4,1,0,0,0
14,1787249338.8441408,model_1,2,2|3,2|3,0
14,1787249338.8441408,model_3,1,2,2,0
14,1787249338.8441408,model_4,1,0,0,0
15,1787249344.1744342,model_1,2,2|3,2|3,0
15,1787249344.1744342,model_3,1,2,2,0
15,1787249344.1744342,model_4,1,0,0,0
16,1787249349.3229506,model_1,2,2|3,2|3,0
16,1787249349.3229506,model_3,1,2,2,0
16,1787249349.3229506,model_4,1,0,0,0
17,1787249354.4025352,model_1,2,2|3,2|3,0
17,1787249354.4025352,model_3,1,2,2,0
17,1787249354.4025352,model_4,1,0,0,0
18,1787249359.431665,model_3,1,2,2,0
18,1787249359.431665,model_1,2,2|3,2|3,0
18,1787249359.431665,model_4,1,0,0,0
19,1787249364.565797,model_3,1,2,2,0
19,1787249364.565797,model_1,2,2|3,2|3,0
19,1787249364.565797,model_4,1,0,0,0
19,1787249364.565797,model_6,1,3,3,0
19,1787249364.565797,model_5,1,3,3,0
20,1787249369.7951446,model_3,1,2,2,0
20,1787249369.7951446,model_1,2,2|3,2|3,0
20,1787249369.7951446,model_6,1,3,3,0
20,1787249369.7951446,model_5,1,3,3,0
20,1787249369.7951446,model_4,1,0,0,0
21,1787249374.8240488,model_3,1,2,2,0
21,1787249374.8240488,model_6,1,3,3,0
21,1787249374.8240488,model_1,2,2|3,2|3,0
