cycle,timestamp,model,tp_size,current_gpus,planned_gpus,planned_collides
1,1787247013.890256,model_3,1,2,2,0
1,1787247013.890256,model_5,1,0,0,0
1,1787247013.890256,model_6,1,1,1,0
1,1787247013.890256,model_4,1,0,0,0
1,1787247013.890256,model_2,1,1,1,0
1,1787247013.890256,model_1,2,2|3,2|3,0
2,1787247019.0235755,model_3,1,2,2,0
2,1787247019.0235755,model_1,2,2|3,2|3,0
2,1787247019.0235755,model_4,1,0,0,0
2,1787247019.0235755,model_2,1,1,1,0
2,1787247019.0235755,model_5,1,0,0,0
2,1787247019.0235755,model_6,1,1,1,0
3,1787247024.2416296,model_1,2,2|3,2|3,0
3,1787247024.2416296,model_3,1,2,2,0
3,1787247024.2416296,model_4,1,0,0,0
3,1787247024.2416296,model_2,1,1,1,0
3,1787247024.2416296,model_5,1,0,0,0
3,1787247024.2416296,model_6,1,1,1,0
4,1787247029.5313487,model_1,2,2|3,2|3,0
4,1787247029.5313487,model_3,1,2,2,0
4,1787247029.5313487,model_4,1,0,0,0
4,1787247029.5313487,model_2,1,1,1,0
4,1787247029.5313487,model_5,1,0,0,0
4,1787247029.5313487,model_6,1,1,1,0
5,1787247034.8860848,model_3,1,2,2,0
5,1787247034.8860848,model_1,2,2|3,2|3,0
5,1787247034.8860848,model_4,1,0,0,0
5,1787247034.8860848,model_2,1,1,1,0
5,1787247034.8860848,model_5,1,0,0,0
5,1787247034.8860848,model_6,1,1,1,0
6,1787247039.9639847,model_3,1,2,2,0
6,1787247039.9639847,model_1,2,2|3,2|3,0
6,1787247039.9639847,model_4,1,0,0,0
6,1787247039.9639847,model_2,1,1,1,0
6,1787247039.9639847,model_5,1,0,0,0
6,1787247039.9639847,model_6,1,1,1,0
7,1787247044.973855,model_3,1,2,2,0
7,1787247044.973855,model_1,2,2|3,2|3,0
7,1787247044.973855,model_4,1,0,0,0
7,1787247044.973855,model_2,1,1,1,0
7,1787247044.973855,model_5,1,0,0,0
7,1787247044.973855,model_6,1,1,1,0
8,1787247050.0171704,model_3,1,2,2,0
8,1787247050.0171704,model_1,2,2|3,2|3,0
8,1787247050.0171704,model_4,1,0,0,0
8,1787247050.0171704,model_2,1,1,1,0
8,1787247050.0171704,model_5,1,0,0,0
8,1787247050.0171704,model_6,1,1,1,0
9,1787247055.2667353,model_1,2,2|3,2|3,0
9,1787247055.2667353,model_3,1,2,2,0
9,1787247055.2667353,model_4,1,0,0,0
9,1787247055.2667353,model_2,1,1,1,0
9,1787247055.2667353,model_5,1,0,0,0
9,1787247055.2667353,model_6,1,1,1,0
10,1787247060.2803261,model_1,2,2|3,2|3,0
10,1787247060.2803261,model_3,1,2,2,0
10,1787247060.2803261,model_4,1,0,0,0
10,1787247060.2803261,model_2,1,1,1,0
