cycle,timestamp,model,tp_size,current_gpus,planned_gpus,planned_collides
1,1787244231.0466464,model_5,1,0,0,0
1,1787244231.0466464,model_1,2,2|3,2|3,0
1,1787244231.0466464,model_2,1,1,1,0
1,1787244231.0466464,model_3,1,2,2,0
1,1787244231.0466464,model_4,1,0,0,0
1,1787244231.0466464,model_6,1,1,1,0
2,1787244236.0535061,model_2,1,1,1,0
2,1787244236.0535061,model_3,1,2,2,0
2,1787244236.0535061,model_5,1,0,0,0
2,1787244236.0535061,model_6,1,1,1,0
2,1787244236.0535061,model_1,2,2|3,2|3,0
2,1787244236.0535061,model_4,1,0,0,0
3,1787244241.062701,model_2,1,1,1,0
3,1787244241.062701,model_3,1,2,2,0
3,1787244241.062701,model_5,1,0,0,0
3,1787244241.062701,model_6,1,1,1,0
3,1787244241.062701,model_1,2,2|3,2|3,0
3,1787244241.062701,model_4,1,0,0,0
4,1787244246.1020143,model_2,1,1,1,0
4,1787244246.1020143,model_3,1,2,2,0
4,1787244246.1020143,model_5,1,0,0,0
4,1787244246.1020143,model_6,1,1,1,0
4,1787244246.1020143,model_1,2,2|3,2|3,0
4,1787244246.1020143,model_4,1,0,0,0
5,1787244251.1170197,model_2,1,1,1,0
5,1787244251.1170197,model_3,1,2,2,0
5,1787244251.1170197,model_5,1,0,0,0
5,1787244251.1170197,model_6,1,1,1,0
5,1787244251.1170197,model_1,2,2|3,2|3,0
5,1787244251.1170197,model_4,1,0,0,0
6,1787244256.6172671,model_2,1,1,1,0
6,1787244256.6172671,model_5,1,0,0,0
6,1787244256.6172671,model_3,1,2,2,0
6,1787244256.6172671,model_6,1,1,1,0
6,1787244256.6172671,model_1,2,2|3,2|3,0
6,1787244256.6172671,model_4,1,0,0,0
7,1787244261.6319268,model_5,1,0,0,0
7,1787244261.6319268,model_2,1,1,1,0
7,1787244261.6319268,model_3,1,2,2,0
7,1787244261.6319268,model_6,1,1,1,0
7,1787244261.6319268,model_1,2,2|3,2|3,0
7,1787244261.6319268,model_4,1,0,0,0
8,1787244266.6449075,model_2,1,1,1,0
8,1787244266.6449075,model_3,1,2,2,0
8,1787244266.6449075,model_5,1,0,0,0
8,1787244266.6449075,model_6,1,1,1,0
8,1787244266.6449075,model_1,2,2|3,2|3,0
8,1787244266.6449075,model_4,1,0,0,0
9,1787244271.7272732,model_2,1,1,1,0
9,1787244271.7272732,model_5,1,0,0,0
9,1787244271.7272732,model_3,1,2,2,0
9,1787244271.7272732,model_6,1,1,1,0
9,1787244271.7272732,model_1,2,2|3,2|3,0
9,1787244271.7272732,model_4,1,0,0,0
10,1787244276.8401866,model_2,1,1,1,0
10,1787244276.8401866,model_5,1,0,0,0
10,1787244276.8401866,model_3,1,2,2,0
10,1787244276.8401866,model_1,2,2|3,2|3,0
10,1787244276.8401866,model_6,1,1,1,0
10,1787244276.8401866,model_4,1,0,0,0
11,1787244282.0217068,model_5,1,0,0,0
11,1787244282.0217068,model_2,1,1,1,0
11,1787244282.0217068,model_1,2,2|3,2|3,0
11,1787244282.0217068,model_3,1,2,2,0
11,1787244282.0217068,model_4,1,0,0,0
11,1787244282.0217068,model_6,1,1,1,0
12,1787244287.0594125,model_5,1,0,0,0
12,1787244287.0594125,model_2,1,1,1,0
12,1787244287.0594125,model_1,2,2|3,2|3,0
12,1787244287.0594125,model_3,1,2,2,0
12,1787244287.0594125,model_4,1,0,0,0
12,1787244287.0594125,model_6,1,1,1,0
13,1787244292.2079165,model_5,1,0,0,0
13,1787244292.2079165,model_1,2,2|3,2|3,0
13,1787244292.2079165,model_4,1,0,1,0
13,1787244292.2079165,model_2,1,1,1,0
13,1787244292.2079165,model_3,1,2,2,0
13,1787244292.2079165,model_6,1,1,1,0
14,1787244297.3700695,model_5,1,0,0,0
14,1787244297.3700695,model_1,2,2|3,2|3,0
14,1787244297.3700695,model_4,1,0,1,0
14,1787244297.3700695,model_3,1,2,2,0
14,1787244297.3700695,model_2,1,1,1,0
14,1787244297.3700695,model_6,1,1,1,0
15,1787244302.3882003,model_5,1,0,0,0
15,1787244302.3882003,model_1,2,2|3,2|3,0
15,1787244302.3882003,model_4,1,0,1,0
15,1787244302.3882003,model_3,1,2,2,0
15,1787244302.3882003,model_2,1,1,1,0
15,1787244302.3882003,model_6,1,1,1,0
16,1787244307.4116628,model_5,1,0,0,0
16,1787244307.4116628,model_1,2,2|3,2|3,0
16,1787244307.4116628,model_4,1,0,1,0
16,1787244307.4116628,model_3,1,2,2,0
16,1787244307.4116628,model_2,1,1,1,0
16,1787244307.4116628,model_6,1,1,1,0
17,1787244312.5775824,model_5,1,0,0,0
17,1787244312.5775824,model_1,2,2|3,2|3,0
17,1787244312.5775824,model_4,1,0,1,0
17,1787244312.5775824,model_3,1,2,2,0
17,1787244312.5775824,model_2,1,1,1,0
17,1787244312.5775824,model_6,1,1,1,0
