cycle,timestamp,model,tp_size,current_gpus,planned_gpus,planned_collides
1,1787245012.4097407,model_5,1,0,0,0
1,1787245012.4097407,model_1,2,2|3,2|3,0
1,1787245012.4097407,model_2,1,1,1,0
1,1787245012.4097407,model_3,1,2,2,0
1,1787245012.4097407,model_4,1,0,0,0
1,1787245012.4097407,model_6,1,1,1,0
2,1787245017.617946,model_2,1,1,1,0
2,1787245017.617946,model_5,1,0,0,0
2,1787245017.617946,model_3,1,2,2,0
2,1787245017.617946,model_6,1,1,1,0
2,1787245017.617946,model_1,2,2|3,2|3,0
2,1787245017.617946,model_4,1,0,0,0
3,1787245022.7942116,model_2,1,1,1,0
3,1787245022.7942116,model_3,1,2,2,0
3,1787245022.7942116,model_5,1,0,0,0
3,1787245022.7942116,model_6,1,1,1,0
3,1787245022.7942116,model_1,2,2|3,2|3,0
3,1787245022.7942116,model_4,1,0,0,0
4,1787245027.9133234,model_2,1,1,1,0
4,1787245027.9133234,model_5,1,0,0,0
4,1787245027.9133234,model_3,1,2,2,0
4,1787245027.9133234,model_6,1,1,1,0
4,1787245027.9133234,model_1,2,2|3,2|3,0
4,1787245027.9133234,model_4,1,0,0,0
5,1787245032.9912543,model_2,1,1,1,0
5,1787245032.9912543,model_5,1,0,0,0
5,1787245032.9912543,model_3,1,2,2,0
5,1787245032.9912543,model_6,1,1,1,0
5,1787245032.9912543,model_1,2,2|3,2|3,0
5,1787245032.9912543,model_4,1,0,0,0
6,1787245038.1204312,model_2,1,1,1,0
6,1787245038.1204312,model_3,1,2,2,0
6,1787245038.1204312,model_5,1,0,0,0
6,1787245038.1204312,model_6,1,1,1,0
6,1787245038.1204312,model_1,2,2|3,2|3,0
6,1787245038.1204312,model_4,1,0,0,0
7,1787245043.243751,model_2,1,1,1,0
7,1787245043.243751,model_5,1,0,0,0
7,1787245043.243751,model_3,1,2,2,0
7,1787245043.243751,model_6,1,1,1,0
7,1787245043.243751,model_1,2,2|3,2|3,0
7,1787245043.243751,model_4,1,0,0,0
8,1787245048.584202,model_2,1,1,1,0
8,1787245048.584202,model_5,1,0,0,0
8,1787245048.584202,model_3,1,2,2,0
8,1787245048.584202,model_6,1,1,1,0
