cycle,timestamp,model,tp_size,current_gpus,planned_gpus,planned_collides
1,1787287663.0452626,model_5,1,0,0,0
1,1787287663.0452626,model_3,1,2,2,0
1,1787287663.0452626,model_2,1,1,1,0
1,1787287663.0452626,model_4,1,0,0,0
1,1787287663.0452626,model_1,2,2|3,2|3,0
1,1787287663.0452626,model_6,1,1,1,0
2,1787287668.0643158,model_2,1,1,1,0
2,1787287668.0643158,model_3,1,2,2,0
2,1787287668.0643158,model_5,1,0,0,0
2,1787287668.0643158,model_6,1,1,1,0
2,1787287668.0643158,model_1,2,2|3,2|3,0
2,1787287668.0643158,model_4,1,0,0,0
3,1787287673.0742126,model_2,1,1,1,0
3,1787287673.0742126,model_5,1,0,0,0
3,1787287673.0742126,model_3,1,2,2,0
3,1787287673.0742126,model_6,1,1,1,0
3,1787287673.0742126,model_1,2,2|3,2|3,0
3,1787287673.0742126,model_4,1,0,0,0
4,1787287678.2222333,model_3,1,2,2,0
4,1787287678.2222333,model_2,1,1,1,0
4,1787287678.2222333,model_5,1,0,0,0
4,1787287678.2222333,model_6,1,1,1,0
4,1787287678.2222333,model_1,2,2|3,2|3,0
4,1787287678.2222333,model_4,1,0,0,0
5,1787287683.2398727,model_2,1,1,1,0
5,1787287683.2398727,model_3,1,2,2,0
5,1787287683.2398727,model_5,1,0,0,0
5,1787287683.2398727,model_6,1,1,1,0
5,1787287683.2398727,model_1,2,2|3,2|3,0
5,1787287683.2398727,model_4,1,0,0,0
6,1787287688.520596,model_2,1,1,1,0
6,1787287688.520596,model_3,1,2,2,0
6,1787287688.520596,model_5,1,0,0,0
6,1787287688.520596,model_6,1,1,1,0
6,1787287688.520596,model_1,2,2|3,2|3,0
6,1787287688.520596,model_4,1,0,0,0
7,1787287693.68929,model_5,1,0,0,0
7,1787287693.68929,model_3,1,2,2,0
7,1787287693.68929,model_2,1,1,1,0
7,1787287693.68929,model_6,1,1,1,0
7,1787287693.68929,model_1,2,2|3,2|3,0
7,1787287693.68929,model_4,1,0,0,0
8,1787287698.7062,model_2,1,1,1,0
8,1787287698.7062,model_5,1,0,0,0
8,1787287698.7062,model_3,1,2,2,0
8,1787287698.7062,model_6,1,1,1,0
8,1787287698.7062,model_1,2,2|3,2|3,0
8,1787287698.7062,model_4,1,0,0,0
9,1787287703.813466,model_2,1,1,1,0
9,1787287703.813466,model_5,1,0,0,0
9,1787287703.813466,model_3,1,2,2,0
9,1787287703.813466,model_6,1,1,1,0
9,1787287703.813466,model_1,2,2|3,2|3,0
9,1787287703.813466,model_4,1,0,0,0
10,1787287708.840501,model_2,1,1,1,0
10,1787287708.840501,model_5,1,0,0,0
10,1787287708.840501,model_3,1,2,2,0
10,1787287708.840501,model_1,2,2|3,2|3,0
10,1787287708.840501,model_6,1,1,1,0
10,1787287708.840501,model_4,1,0,0,0
11,1787287713.851834,model_5,1,0,0,0
11,1787287713.851834,model_2,1,1,1,0
11,1787287713.851834,model_3,1,2,2,0
11,1787287713.851834,model_1,2,2|3,2|3,0
11,1787287713.851834,model_4,1,0,0,0
11,1787287713.851834,model_6,1,1,1,0
12,1787287719.3642762,model_5,1,0,0,0
12,1787287719.3642762,model_2,1,1,1,0
12,1787287719.3642762,model_1,2,2|3,2|3,0
12,1787287719.3642762,model_3,1,2,2,0
12,1787287719.3642762,model_4,1,0,0,0
12,1787287719.3642762,model_6,1,1,1,0
13,1787287724.3858116,model_5,1,0,0,0
13,1787287724.3858116,model_1,2,2|3,2|3,0
13,1787287724.3858116,model_4,1,0,1,0
13,1787287724.3858116,model_2,1,1,1,0
13,1787287724.3858116,model_3,1,2,2,0
13,1787287724.3858116,model_6,1,1,1,0
14,1787287729.5682158,model_5,1,0,0,0
14,1787287729.5682158,model_1,2,2|3,2|3,0
14,1787287729.5682158,model_4,1,0,1,0
14,1787287729.5682158,model_3,1,2,2,0
14,1787287729.5682158,model_2,1,1,1,0
14,1787287729.5682158,model_6,1,1,1,0
15,1787287734.805483,model_5,1,0,0,0
15,1787287734.805483,model_1,2,2|3,2|3,0
15,1787287734.805483,model_4,1,0,1,0
15,1787287734.805483,model_3,1,2,2,0
15,1787287734.805483,model_2,1,1,1,0
15,1787287734.805483,model_6,1,1,1,0
16,1787287740.082269,model_5,1,0,0,0
16,1787287740.082269,model_1,2,2|3,2|3,0
16,1787287740.082269,model_4,1,0,1,0
16,1787287740.082269,model_3,1,2,2,0
16,1787287740.082269,model_2,1,1,1,0
16,1787287740.082269,model_6,1,1,1,0
17,1787287745.1671422,model_5,1,0,0,0
17,1787287745.1671422,model_1,2,2|3,2|3,0
17,1787287745.1671422,model_4,1,0,1,0
17,1787287745.1671422,model_3,1,2,2,0
17,1787287745.1671422,model_2,1,1,1,0
17,1787287745.1671422,model_6,1,1,1,0
18,1787287750.1878054,model_5,1,0,0,0
18,1787287750.1878054,model_1,2,2|3,2|3,0
18,1787287750.1878054,model_4,1,0,1,0
18,1787287750.1878054,model_3,1,2,2,0
18,1787287750.1878054,model_2,1,1,1,0
18,1787287750.1878054,model_6,1,1,1,0
19,1787287755.2884974,model_5,1,0,0,0
19,1787287755.2884974,model_1,2,2|3,2|3,0
19,1787287755.2884974,model_4,1,0,1,0
19,1787287755.2884974,model_3,1,2,2,0
19,1787287755.2884974,model_2,1,1,1,0
20,1787287760.4441223,model_5,1,0,0,0
20,1787287760.4441223,model_1,2,2|3,2|3,0
20,1787287760.4441223,model_4,1,1,1,0
20,1787287760.4441223,model_3,1,2,2,0
20,1787287760.4441223,model_2,1,1,1,0
21,1787287765.6529462,model_5,1,0,0,0
21,1787287765.6529462,model_1,2,2|3,2|3,0
21,1787287765.6529462,model_4,1,1,1,0
21,1787287765.6529462,model_3,1,2,2,0
21,1787287765.6529462,model_2,1,1,1,0
22,1787287770.7743201,model_5,1,0,0,0
22,1787287770.7743201,model_1,2,2|3,2|3,0
22,1787287770.7743201,model_3,1,2,2,0
22,1787287770.7743201,model_4,1,1,1,0
22,1787287770.7743201,model_2,1,1,1,0
23,1787287775.8066554,model_5,1,0,0,0
23,1787287775.8066554,model_1,2,2|3,2|3,0
23,1787287775.8066554,model_4,1,1,1,0
23,1787287775.8066554,model_3,1,2,2,0
23,1787287775.8066554,model_2,1,1,1,0
24,1787287781.0205548,model_5,1,0,0,0
24,1787287781.0205548,model_1,2,2|3,2|3,0
24,1787287781.0205548,model_3,1,2,2,0
24,1787287781.0205548,model_4,1,1,1,0
24,1787287781.0205548,model_2,1,1,1,0
25,1787287786.0525575,model_5,1,0,0,0
25,1787287786.0525575,model_3,1,2,2,0
25,1787287786.0525575,model_1,2,2|3,2|3,0
25,1787287786.0525575,model_4,1,1,1,0
25,1787287786.0525575,model_6,1,3,3,0
25,1787287786.0525575,model_2,1,1,1,0
26,1787287791.1619735,model_5,1,0,0,0
26,1787287791.1619735,model_3,1,2,2,0
26,1787287791.1619735,model_1,2,2|3,1|3,0
26,1787287791.1619735,model_4,1,1,1,0
26,1787287791.1619735,model_6,1,3,3,0
26,1787287791.1619735,model_2,1,1,1,0
27,1787287796.1915083,model_3,1,2,2,0
27,1787287796.1915083,model_5,1,0,0,0
27,1787287796.1915083,model_1,2,2|0,1|3,0
27,1787287796.1915083,model_6,1,3,3,0
27,1787287796.1915083,model_4,1,1,1,0
27,1787287796.1915083,model_2,1,1,1,0
28,1787287801.3296092,model_3,1,2,2,0
28,1787287801.3296092,model_5,1,0,0,0
28,1787287801.3296092,model_6,1,3,3,0
28,1787287801.3296092,model_1,2,2|0,1|3,0
28,1787287801.3296092,model_4,1,1,1,0
28,1787287801.3296092,model_2,1,1,1,0
29,1787287806.4933562,model_3,1,2,2,0
29,1787287806.4933562,model_5,1,0,0,0
29,1787287806.4933562,model_6,1,3,3,0
29,1787287806.4933562,model_4,1,1,1,0
29,1787287806.4933562,model_1,2,2|0,1|3,0
29,1787287806.4933562,model_2,1,1,1,0
30,1787287811.6597314,model_3,1,2,2,0
30,1787287811.6597314,model_5,1,0,0,0
30,1787287811.6597314,model_6,1,3,3,0
30,1787287811.6597314,model_1,2,2|0,0|1,0
30,1787287811.6597314,model_2,1,1,1,0
30,1787287811.6597314,model_4,1,1,1,0
31,1787287816.8894405,model_3,1,2,2,0
31,1787287816.8894405,model_5,1,0,0,0
31,1787287816.8894405,model_6,1,3,3,0
31,1787287816.8894405,model_1,2,2|0,1|3,0
31,1787287816.8894405,model_4,1,1,1,0
32,1787287822.152581,model_3,1,2,2,0
32,1787287822.152581,model_5,1,0,0,0
32,1787287822.152581,model_6,1,3,3,0
32,1787287822.152581,model_1,2,2|0,0|1,0
32,1787287822.152581,model_4,1,1,1,0
33,1787287827.236331,model_3,1,2,2,0
33,1787287827.236331,model_5,1,0,0,0
33,1787287827.236331,model_6,1,3,3,0
33,1787287827.236331,model_1,2,0|1,0|1,0
33,1787287827.236331,model_4,1,1,1,0
34,1787287832.4390662,model_3,1,2,2,0
34,1787287832.4390662,model_5,1,0,0,0
34,1787287832.4390662,model_6,1,3,3,0
35,1787287837.752822,model_3,1,2,2,0
35,1787287837.752822,model_5,1,0,0,0
35,1787287837.752822,model_6,1,3,3,0
36,1787287842.9151087,model_3,1,2,2,0
36,1787287842.9151087,model_5,1,0,0,0
36,1787287842.9151087,model_6,1,3,3,0
36,1787287842.9151087,model_2,1,1,1,0
37,1787287848.037197,model_3,1,2,2,0
37,1787287848.037197,model_6,1,3,3,0
37,1787287848.037197,model_5,1,0,0,0
37,1787287848.037197,model_2,1,1,1,0
38,1787287853.1209924,model_3,1,2,2,0
38,1787287853.1209924,model_6,1,3,3,0
38,1787287853.1209924,model_5,1,0,0,0
38,1787287853.1209924,model_2,1,1,1,0
39,1787287858.15887,model_6,1,3,3,0
39,1787287858.15887,model_3,1,2,2,0
39,1787287858.15887,model_5,1,0,0,0
39,1787287858.15887,model_2,1,1,1,0
40,1787287863.2065105,model_6,1,3,3,0
40,1787287863.2065105,model_5,1,0,0,0
40,1787287863.2065105,model_3,1,2,2,0
40,1787287863.2065105,model_2,1,1,1,0
41,1787287868.2458277,model_6,1,3,3,0
41,1787287868.2458277,model_5,1,0,0,0
41,1787287868.2458277,model_3,1,2,2,0
41,1787287868.2458277,model_2,1,1,1,0
41,1787287868.2458277,model_1,2,1|2,1|2,0
42,1787287873.4725637,model_6,1,3,3,0
42,1787287873.4725637,model_5,1,0,0,0
42,1787287873.4725637,model_3,1,2,2,0
42,1787287873.4725637,model_2,1,1,1,0
42,1787287873.4725637,model_1,2,1|2,1|2,0
43,1787287878.5831108,model_6,1,3,3,0
43,1787287878.5831108,model_5,1,0,0,0
43,1787287878.5831108,model_3,1,2,2,0
43,1787287878.5831108,model_2,1,1,1,0
43,1787287878.5831108,model_1,2,1|2,1|2,0
44,1787287883.7300935,model_6,1,3,3,0
44,1787287883.7300935,model_5,1,0,0,0
44,1787287883.7300935,model_3,1,2,2,0
44,1787287883.7300935,model_2,1,1,1,0
44,1787287883.7300935,model_1,2,1|2,1|2,0
45,1787287888.771047,model_6,1,3,3,0
45,1787287888.771047,model_5,1,0,0,0
45,1787287888.771047,model_3,1,2,2,0
45,1787287888.771047,model_2,1,1,1,0
45,1787287888.771047,model_1,2,1|2,1|2,0
46,1787287894.0401855,model_6,1,3,3,0
46,1787287894.0401855,model_5,1,0,0,0
46,1787287894.0401855,model_2,1,1,1,0
46,1787287894.0401855,model_3,1,2,2,0
46,1787287894.0401855,model_1,2,1|2,1|2,0
47,1787287899.1686301,model_6,1,3,3,0
47,1787287899.1686301,model_5,1,0,0,0
47,1787287899.1686301,model_2,1,1,1,0
47,1787287899.1686301,model_3,1,2,2,0
47,1787287899.1686301,model_1,2,1|2,1|2,0
48,1787287904.2429953,model_6,1,3,3,0
48,1787287904.2429953,model_5,1,0,0,0
48,1787287904.2429953,model_2,1,1,1,0
48,1787287904.2429953,model_3,1,2,2,0
48,1787287904.2429953,model_1,2,1|2,1|2,0
49,1787287909.2800663,model_6,1,3,3,0
49,1787287909.2800663,model_5,1,0,0,0
49,1787287909.2800663,model_3,1,2,2,0
