cycle,timestamp,model,tp_size,current_gpus,planned_gpus,planned_collides
1,1787240643.9492183,model_3,1,2,2,0
1,1787240643.9492183,model_1,2,2|3,2|3,0
1,1787240643.9492183,model_2,1,1,1,0
1,1787240643.9492183,model_4,1,0,0,0
1,1787240643.9492183,model_5,1,0,0,0
1,1787240643.9492183,model_6,1,1,1,0
2,1787240649.1958692,model_1,2,2|3,2|3,0
2,1787240649.1958692,model_3,1,2,2,0
2,1787240649.1958692,model_4,1,0,0,0
2,1787240649.1958692,model_2,1,1,1,0
2,1787240649.1958692,model_5,1,0,0,0
2,1787240649.1958692,model_6,1,1,1,0
3,1787240654.228645,model_1,2,2|3,2|3,0
3,1787240654.228645,model_3,1,2,2,0
3,1787240654.228645,model_4,1,0,0,0
3,1787240654.228645,model_2,1,1,1,0
3,1787240654.228645,model_5,1,0,0,0
3,1787240654.228645,model_6,1,1,1,0
4,1787240659.2387803,model_1,2,2|3,2|3,0
4,1787240659.2387803,model_3,1,2,2,0
4,1787240659.2387803,model_4,1,0,0,0
4,1787240659.2387803,model_2,1,1,1,0
4,1787240659.2387803,model_5,1,0,0,0
4,1787240659.2387803,model_6,1,1,1,0
5,1787240664.320705,model_1,2,2|3,2|3,0
5,1787240664.320705,model_3,1,2,2,0
5,1787240664.320705,model_4,1,0,0,0
5,1787240664.320705,model_2,1,1,1,0
5,1787240664.320705,model_5,1,0,0,0
5,1787240664.320705,model_6,1,1,1,0
6,1787240669.448123,model_1,2,2|3,2|3,0
6,1787240669.448123,model_3,1,2,2,0
6,1787240669.448123,model_4,1,0,0,0
6,1787240669.448123,model_2,1,1,1,0
6,1787240669.448123,model_5,1,0,0,0
6,1787240669.448123,model_6,1,1,1,0
7,1787240674.4930727,model_1,2,2|3,2|3,0
7,1787240674.4930727,model_3,1,2,2,0
7,1787240674.4930727,model_4,1,0,0,0
7,1787240674.4930727,model_2,1,1,1,0
7,1787240674.4930727,model_5,1,0,0,0
7,1787240674.4930727,model_6,1,1,1,0
8,1787240679.5057826,model_3,1,2,2,0
8,1787240679.5057826,model_1,2,2|3,2|3,0
8,1787240679.5057826,model_4,1,0,0,0
8,1787240679.5057826,model_2,1,1,1,0
8,1787240679.5057826,model_5,1,0,0,0
8,1787240679.5057826,model_6,1,1,1,0
