cycle,timestamp,model,tp_size,current_gpus,planned_gpus,planned_collides
1,1787241421.243513,model_5,1,0,0,0
1,1787241421.243513,model_2,1,1,1,0
1,1787241421.243513,model_6,1,1,1,0
1,1787241421.243513,model_1,2,2|3,2|3,0
1,1787241421.243513,model_3,1,2,2,0
1,1787241421.243513,model_4,1,0,0,0
2,1787241426.3424883,model_3,1,2,2,0
2,1787241426.3424883,model_6,1,1,1,0
2,1787241426.3424883,model_5,1,0,0,0
2,1787241426.3424883,model_1,2,2|3,2|3,0
2,1787241426.3424883,model_2,1,1,1,0
2,1787241426.3424883,model_4,1,0,0,0
3,1787241431.3568854,model_3,1,2,2,0
3,1787241431.3568854,model_6,1,1,1,0
3,1787241431.3568854,model_1,2,2|3,2|3,0
3,1787241431.3568854,model_5,1,0,0,0
3,1787241431.3568854,model_2,1,1,1,0
3,1787241431.3568854,model_4,1,0,0,0
4,1787241436.6392252,model_3,1,2,2,0
4,1787241436.6392252,model_1,2,2|3,2|3,0
4,1787241436.6392252,model_6,1,1,1,0
4,1787241436.6392252,model_5,1,0,0,0
4,1787241436.6392252,model_2,1,1,1,0
4,1787241436.6392252,model_4,1,0,0,0
5,1787241441.8884203,model_3,1,2,2,0
5,1787241441.8884203,model_6,1,1,1,0
5,1787241441.8884203,model_1,2,2|3,0|3,0
5,1787241441.8884203,model_5,1,0,0,0
5,1787241441.8884203,model_2,1,1,1,0
5,1787241441.8884203,model_4,1,0,0,0
6,1787241446.9157426,model_3,1,2,2,0
6,1787241446.9157426,model_6,1,1,1,0
6,1787241446.9157426,model_1,2,2|3,2|3,0
6,1787241446.9157426,model_5,1,0,0,0
6,1787241446.9157426,model_2,1,1,1,0
6,1787241446.9157426,model_4,1,0,0,0
7,1787241452.22343,model_3,1,2,2,0
7,1787241452.22343,model_6,1,1,1,0
7,1787241452.22343,model_1,2,2|3,0|3,0
7,1787241452.22343,model_5,1,0,0,0
7,1787241452.22343,model_2,1,1,1,0
7,1787241452.22343,model_4,1,0,0,0
8,1787241457.401575,model_3,1,2,2,0
8,1787241457.401575,model_6,1,1,1,0
8,1787241457.401575,model_1,2,2|3,0|3,0
8,1787241457.401575,model_5,1,0,0,0
8,1787241457.401575,model_2,1,1,1,0
8,1787241457.401575,model_4,1,0,0,0
9,1787241462.5020754,model_3,1,2,2,0
9,1787241462.5020754,model_6,1,1,1,0
9,1787241462.5020754,model_1,2,2|3,2|3,0
9,1787241462.5020754,model_5,1,0,0,0
9,1787241462.5020754,model_2,1,1,1,0
9,1787241462.5020754,model_4,1,0,0,0
10,1787241467.6179,model_3,1,2,2,0
10,1787241467.6179,model_6,1,1,1,0
10,1787241467.6179,model_5,1,0,0,0
10,1787241467.6179,model_1,2,2|3,2|3,0
10,1787241467.6179,model_2,1,1,1,0
10,1787241467.6179,model_4,1,0,0,0
11,1787241472.632597,model_3,1,2,2,0
11,1787241472.632597,model_5,1,0,0,0
11,1787241472.632597,model_6,1,1,1,0
11,1787241472.632597,model_1,2,2|3,0|3,0
11,1787241472.632597,model_2,1,1,1,0
11,1787241472.632597,model_4,1,0,0,0
12,1787241477.7338197,model_3,1,2,2,0
12,1787241477.7338197,model_5,1,0,0,0
12,1787241477.7338197,model_6,1,1,1,0
12,1787241477.7338197,model_1,2,2|3,2|3,0
12,1787241477.7338197,model_2,1,1,1,0
12,1787241477.7338197,model_4,1,0,0,0
13,1787241482.8420005,model_3,1,2,2,0
13,1787241482.8420005,model_5,1,0,0,0
13,1787241482.8420005,model_6,1,1,1,0
13,1787241482.8420005,model_1,2,2|3,2|3,0
13,1787241482.8420005,model_2,1,1,1,0
13,1787241482.8420005,model_4,1,0,0,0
14,1787241488.0359457,model_5,1,0,0,0
14,1787241488.0359457,model_3,1,2,2,0
14,1787241488.0359457,model_6,1,1,1,0
14,1787241488.0359457,model_2,1,1,1,0
14,1787241488.0359457,model_1,2,2|3,2|3,0
14,1787241488.0359457,model_4,1,0,0,0
15,1787241493.1859388,model_5,1,0,0,0
15,1787241493.1859388,model_3,1,2,2,0
15,1787241493.1859388,model_6,1,1,1,0
15,1787241493.1859388,model_2,1,1,1,0
15,1787241493.1859388,model_4,1,0,3,0
15,1787241493.1859388,model_1,2,2|3,2|3,0
16,1787241498.4210663,model_3,1,2,2,0
16,1787241498.4210663,model_5,1,0,0,0
16,1787241498.4210663,model_6,1,1,1,0
16,1787241498.4210663,model_2,1,1,1,0
16,1787241498.4210663,model_4,1,0,3,0
16,1787241498.4210663,model_1,2,2|3,0|3,0
17,1787241503.695666,model_5,1,0,0,0
17,1787241503.695666,model_3,1,2,2,0
17,1787241503.695666,model_6,1,1,1,0
17,1787241503.695666,model_2,1,1,1,0
17,1787241503.695666,model_4,1,0,3,0
17,1787241503.695666,model_1,2,2|3,0|3,0
18,1787241508.9591203,model_5,1,0,0,0
18,1787241508.9591203,model_3,1,2,2,0
18,1787241508.9591203,model_6,1,1,1,0
18,1787241508.9591203,model_2,1,1,1,0
18,1787241508.9591203,model_4,1,3,3,0
18,1787241508.9591203,model_1,2,2|3,2|3,0
19,1787241513.9788647,model_5,1,0,0,0
19,1787241513.9788647,model_3,1,2,2,0
19,1787241513.9788647,model_6,1,1,1,0
19,1787241513.9788647,model_2,1,1,1,0
19,1787241513.9788647,model_4,1,3,3,0
19,1787241513.9788647,model_1,2,2|3,2|3,0
20,1787241519.1022477,model_5,1,0,0,0
20,1787241519.1022477,model_3,1,2,2,0
20,1787241519.1022477,model_6,1,1,1,0
20,1787241519.1022477,model_2,1,1,1,0
20,1787241519.1022477,model_4,1,3,3,0
20,1787241519.1022477,model_1,2,2|3,2|3,0
21,1787241524.144713,model_5,1,0,0,0
21,1787241524.144713,model_3,1,2,2,0
21,1787241524.144713,model_6,1,1,1,0
21,1787241524.144713,model_2,1,1,1,0
21,1787241524.144713,model_4,1,3,3,0
22,1787241529.3168418,model_5,1,0,0,0
22,1787241529.3168418,model_3,1,2,2,0
22,1787241529.3168418,model_6,1,1,1,0
22,1787241529.3168418,model_2,1,1,1,0
22,1787241529.3168418,model_4,1,3,3,0
23,1787241534.6966338,model_5,1,0,0,0
23,1787241534.6966338,model_3,1,2,2,0
23,1787241534.6966338,model_6,1,1,1,0
23,1787241534.6966338,model_4,1,3,3,0
23,1787241534.6966338,model_2,1,1,1,0
24,1787241539.8683927,model_5,1,0,0,0
24,1787241539.8683927,model_3,1,2,2,0
24,1787241539.8683927,model_6,1,1,1,0
24,1787241539.8683927,model_4,1,3,3,0
24,1787241539.8683927,model_2,1,1,1,0
25,1787241545.1893113,model_5,1,0,0,0
25,1787241545.1893113,model_6,1,1,1,0
25,1787241545.1893113,model_3,1,2,2,0
25,1787241545.1893113,model_4,1,3,3,0
25,1787241545.1893113,model_2,1,1,1,0
