cycle,timestamp,model,tp_size,current_gpus,planned_gpus,planned_collides
1,1787236779.6894433,model_5,1,0,0,0
1,1787236779.6894433,model_1,2,2|3,2|3,0
1,1787236779.6894433,model_2,1,1,1,0
1,1787236779.6894433,model_3,1,2,2,0
1,1787236779.6894433,model_4,1,0,0,0
1,1787236779.6894433,model_6,1,1,1,0
2,1787236784.7372122,model_2,1,1,1,0
2,1787236784.7372122,model_3,1,2,2,0
2,1787236784.7372122,model_5,1,0,0,0
2,1787236784.7372122,model_6,1,1,1,0
2,1787236784.7372122,model_1,2,2|3,2|3,0
2,1787236784.7372122,model_4,1,0,0,0
3,1787236789.7569456,model_2,1,1,1,0
3,1787236789.7569456,model_5,1,0,0,0
3,1787236789.7569456,model_3,1,2,2,0
3,1787236789.7569456,model_6,1,1,1,0
3,1787236789.7569456,model_1,2,2|3,2|3,0
3,1787236789.7569456,model_4,1,0,0,0
4,1787236794.7905235,model_2,1,1,1,0
4,1787236794.7905235,model_3,1,2,2,0
4,1787236794.7905235,model_5,1,0,0,0
4,1787236794.7905235,model_6,1,1,1,0
4,1787236794.7905235,model_1,2,2|3,2|3,0
4,1787236794.7905235,model_4,1,0,0,0
5,1787236800.1161184,model_2,1,1,1,0
5,1787236800.1161184,model_3,1,2,2,0
5,1787236800.1161184,model_5,1,0,0,0
5,1787236800.1161184,model_6,1,1,1,0
5,1787236800.1161184,model_1,2,2|3,2|3,0
5,1787236800.1161184,model_4,1,0,0,0
6,1787236805.2505474,model_2,1,1,1,0
6,1787236805.2505474,model_3,1,2,2,0
6,1787236805.2505474,model_5,1,0,0,0
6,1787236805.2505474,model_6,1,1,1,0
6,1787236805.2505474,model_1,2,2|3,2|3,0
6,1787236805.2505474,model_4,1,0,0,0
7,1787236810.9801164,model_2,1,1,1,0
7,1787236810.9801164,model_5,1,0,0,0
7,1787236810.9801164,model_3,1,2,2,0
7,1787236810.9801164,model_6,1,1,1,0
7,1787236810.9801164,model_1,2,2|3,2|3,0
7,1787236810.9801164,model_4,1,0,0,0
8,1787236816.1480644,model_2,1,1,1,0
8,1787236816.1480644,model_5,1,0,0,0
8,1787236816.1480644,model_3,1,2,2,0
8,1787236816.1480644,model_6,1,1,1,0
8,1787236816.1480644,model_1,2,2|3,2|3,0
8,1787236816.1480644,model_4,1,0,0,0
9,1787236821.1763537,model_2,1,1,1,0
9,1787236821.1763537,model_5,1,0,0,0
9,1787236821.1763537,model_3,1,2,2,0
9,1787236821.1763537,model_6,1,1,1,0
9,1787236821.1763537,model_1,2,2|3,2|3,0
9,1787236821.1763537,model_4,1,0,0,0
10,1787236826.3674135,model_2,1,1,1,0
10,1787236826.3674135,model_5,1,0,0,0
10,1787236826.3674135,model_3,1,2,2,0
10,1787236826.3674135,model_6,1,1,1,0
10,1787236826.3674135,model_1,2,2|3,2|3,0
10,1787236826.3674135,model_4,1,0,0,0
11,1787236831.4791195,model_5,1,0,0,0
11,1787236831.4791195,model_2,1,1,1,0
11,1787236831.4791195,model_3,1,2,2,0
11,1787236831.4791195,model_1,2,2|3,2|3,0
11,1787236831.4791195,model_4,1,0,0,0
11,1787236831.4791195,model_6,1,1,1,0
12,1787236836.8686485,model_5,1,0,0,0
12,1787236836.8686485,model_2,1,1,1,0
12,1787236836.8686485,model_3,1,2,2,0
12,1787236836.8686485,model_1,2,2|3,2|3,0
12,1787236836.8686485,model_4,1,0,0,0
12,1787236836.8686485,model_6,1,1,1,0
13,1787236842.0722973,model_5,1,0,0,0
13,1787236842.0722973,model_1,2,2|3,2|3,0
13,1787236842.0722973,model_2,1,1,1,0
13,1787236842.0722973,model_4,1,0,2,0
13,1787236842.0722973,model_3,1,2,2,0
13,1787236842.0722973,model_6,1,1,1,0
14,1787236847.1284935,model_5,1,0,0,0
14,1787236847.1284935,model_1,2,2|3,2|3,0
14,1787236847.1284935,model_4,1,0,1,0
14,1787236847.1284935,model_2,1,1,1,0
14,1787236847.1284935,model_3,1,2,2,0
14,1787236847.1284935,model_6,1,1,1,0
15,1787236852.1464121,model_5,1,0,0,0
15,1787236852.1464121,model_1,2,2|3,2|3,0
15,1787236852.1464121,model_4,1,0,1,0
15,1787236852.1464121,model_3,1,2,2,0
15,1787236852.1464121,model_2,1,1,1,0
15,1787236852.1464121,model_6,1,1,1,0
16,1787236857.1756303,model_5,1,0,0,0
16,1787236857.1756303,model_1,2,2|3,2|3,0
16,1787236857.1756303,model_4,1,0,1,0
16,1787236857.1756303,model_3,1,2,2,0
16,1787236857.1756303,model_2,1,1,1,0
16,1787236857.1756303,model_6,1,1,1,0
17,1787236862.303918,model_5,1,0,0,0
17,1787236862.303918,model_1,2,2|3,2|3,0
17,1787236862.303918,model_4,1,0,1,0
17,1787236862.303918,model_3,1,2,2,0
17,1787236862.303918,model_2,1,1,1,0
17,1787236862.303918,model_6,1,1,1,0
18,1787236867.3219743,model_5,1,0,0,0
18,1787236867.3219743,model_1,2,2|3,2|3,0
18,1787236867.3219743,model_4,1,0,1,0
18,1787236867.3219743,model_3,1,2,2,0
18,1787236867.3219743,model_2,1,1,1,0
18,1787236867.3219743,model_6,1,1,1,0
19,1787236872.387243,model_5,1,0,0,0
19,1787236872.387243,model_1,2,2|3,2|3,0
19,1787236872.387243,model_4,1,0,1,0
19,1787236872.387243,model_3,1,2,2,0
19,1787236872.387243,model_2,1,1,1,0
20,1787236877.562221,model_5,1,0,0,0
20,1787236877.562221,model_1,2,2|3,2|3,0
20,1787236877.562221,model_4,1,1,1,0
20,1787236877.562221,model_3,1,2,2,0
20,1787236877.562221,model_2,1,1,1,0
21,1787236882.7636285,model_5,1,0,0,0
21,1787236882.7636285,model_1,2,2|3,2|3,0
21,1787236882.7636285,model_4,1,1,1,0
21,1787236882.7636285,model_3,1,2,2,0
21,1787236882.7636285,model_2,1,1,1,0
22,1787236887.9242074,model_5,1,0,0,0
22,1787236887.9242074,model_1,2,2|3,2|3,0
22,1787236887.9242074,model_4,1,1,1,0
22,1787236887.9242074,model_3,1,2,2,0
22,1787236887.9242074,model_2,1,1,1,0
23,1787236893.1932964,model_5,1,0,0,0
23,1787236893.1932964,model_1,2,2|3,2|3,0
23,1787236893.1932964,model_4,1,1,1,0
23,1787236893.1932964,model_3,1,2,2,0
23,1787236893.1932964,model_2,1,1,1,0
24,1787236898.8034875,model_5,1,0,0,0
24,1787236898.8034875,model_3,1,2,2,0
24,1787236898.8034875,model_1,2,2|3,2|3,0
24,1787236898.8034875,model_4,1,1,1,0
24,1787236898.8034875,model_2,1,1,1,0
25,1787236903.9629903,model_5,1,0,0,0
25,1787236903.9629903,model_3,1,2,2,0
25,1787236903.9629903,model_1,2,2|3,2|3,0
25,1787236903.9629903,model_4,1,1,1,0
25,1787236903.9629903,model_6,1,3,3,0
25,1787236903.9629903,model_2,1,1,1,0
26,1787236909.1250272,model_5,1,0,0,0
26,1787236909.1250272,model_3,1,2,2,0
26,1787236909.1250272,model_1,2,2|3,1|3,0
26,1787236909.1250272,model_4,1,1,1,0
26,1787236909.1250272,model_6,1,3,3,0
26,1787236909.1250272,model_2,1,1,1,0
27,1787236914.3340406,model_5,1,0,0,0
27,1787236914.3340406,model_3,1,2,2,0
27,1787236914.3340406,model_6,1,3,3,0
27,1787236914.3340406,model_1,2,2|3,1|3,0
27,1787236914.3340406,model_4,1,1,1,0
27,1787236914.3340406,model_2,1,1,1,0
28,1787236919.384146,model_3,1,2,2,0
28,1787236919.384146,model_5,1,0,0,0
28,1787236919.384146,model_6,1,3,3,0
28,1787236919.384146,model_1,2,2|3,1|3,0
28,1787236919.384146,model_4,1,1,1,0
28,1787236919.384146,model_2,1,1,1,0
29,1787236924.4125323,model_3,1,2,2,0
29,1787236924.4125323,model_5,1,0,0,0
29,1787236924.4125323,model_6,1,3,3,0
29,1787236924.4125323,model_1,2,2|3,1|3,0
29,1787236924.4125323,model_2,1,1,1,0
29,1787236924.4125323,model_4,1,1,1,0
30,1787236929.5664785,model_3,1,2,2,0
30,1787236929.5664785,model_5,1,0,0,0
30,1787236929.5664785,model_6,1,3,3,0
30,1787236929.5664785,model_1,2,2|3,1|3,0
30,1787236929.5664785,model_2,1,1,1,0
30,1787236929.5664785,model_4,1,1,1,0
31,1787236934.6493971,model_3,1,2,2,0
31,1787236934.6493971,model_5,1,0,0,0
31,1787236934.6493971,model_6,1,3,3,0
31,1787236934.6493971,model_1,2,2|3,1|3,0
31,1787236934.6493971,model_4,1,1,1,0
32,1787236939.838298,model_3,1,2,2,0
32,1787236939.838298,model_5,1,0,0,0
32,1787236939.838298,model_6,1,3,3,0
32,1787236939.838298,model_1,2,2|3,1|3,0
32,1787236939.838298,model_4,1,1,1,0
33,1787236944.9635553,model_3,1,2,2,0
33,1787236944.9635553,model_5,1,0,0,0
33,1787236944.9635553,model_6,1,3,3,0
33,1787236944.9635553,model_1,2,1|3,1|3,0
33,1787236944.9635553,model_4,1,1,1,0
34,1787236950.0535815,model_3,1,2,2,0
34,1787236950.0535815,model_5,1,0,0,0
34,1787236950.0535815,model_6,1,3,3,0
35,1787236955.1569035,model_3,1,2,2,0
35,1787236955.1569035,model_5,1,0,0,0
35,1787236955.1569035,model_6,1,3,3,0
35,1787236955.1569035,model_2,1,1,1,0
36,1787236960.2490323,model_3,1,2,2,0
36,1787236960.2490323,model_6,1,3,3,0
36,1787236960.2490323,model_5,1,0,0,0
36,1787236960.2490323,model_2,1,1,1,0
37,1787236965.4218743,model_3,1,2,2,0
37,1787236965.4218743,model_6,1,3,3,0
37,1787236965.4218743,model_5,1,0,0,0
37,1787236965.4218743,model_2,1,1,1,0
38,1787236970.603935,model_3,1,2,2,0
38,1787236970.603935,model_6,1,3,3,0
38,1787236970.603935,model_5,1,0,0,0
38,1787236970.603935,model_2,1,1,1,0
39,1787236975.681489,model_6,1,3,3,0
39,1787236975.681489,model_3,1,2,2,0
39,1787236975.681489,model_5,1,0,0,0
39,1787236975.681489,model_2,1,1,1,0
40,1787236980.841402,model_5,1,0,0,0
40,1787236980.841402,model_6,1,3,3,0
40,1787236980.841402,model_2,1,1,1,0
40,1787236980.841402,model_3,1,2,2,0
41,1787236986.0354133,model_6,1,3,3,0
41,1787236986.0354133,model_5,1,0,0,0
41,1787236986.0354133,model_3,1,2,2,0
41,1787236986.0354133,model_2,1,1,1,0
41,1787236986.0354133,model_1,2,1|3,1|3,0
42,1787236991.1926851,model_5,1,0,0,0
42,1787236991.1926851,model_6,1,3,3,0
42,1787236991.1926851,model_3,1,2,2,0
42,1787236991.1926851,model_2,1,1,1,0
42,1787236991.1926851,model_1,2,1|3,1|3,0
43,1787236996.4833195,model_5,1,0,0,0
43,1787236996.4833195,model_6,1,3,3,0
43,1787236996.4833195,model_3,1,2,2,0
43,1787236996.4833195,model_2,1,1,1,0
43,1787236996.4833195,model_1,2,1|3,1|3,0
44,1787237001.7466807,model_6,1,3,3,0
44,1787237001.7466807,model_5,1,0,0,0
44,1787237001.7466807,model_3,1,2,2,0
44,1787237001.7466807,model_2,1,1,1,0
44,1787237001.7466807,model_1,2,1|3,1|3,0
45,1787237006.9138725,model_6,1,3,3,0
45,1787237006.9138725,model_5,1,0,0,0
45,1787237006.9138725,model_2,1,1,1,0
45,1787237006.9138725,model_3,1,2,2,0
45,1787237006.9138725,model_1,2,1|3,1|2,0
46,1787237012.0833147,model_6,1,3,3,0
46,1787237012.0833147,model_5,1,0,0,0
46,1787237012.0833147,model_2,1,1,1,0
46,1787237012.0833147,model_3,1,2,2,0
46,1787237012.0833147,model_1,2,1|3,1|2,0
47,1787237017.3161533,model_6,1,3,3,0
47,1787237017.3161533,model_5,1,0,0,0
47,1787237017.3161533,model_3,1,2,2,0
47,1787237017.3161533,model_2,1,1,1,0
47,1787237017.3161533,model_1,2,1|3,1|3,0
48,1787237022.4390953,model_6,1,3,3,0
48,1787237022.4390953,model_5,1,0,0,0
48,1787237022.4390953,model_2,1,1,1,0
48,1787237022.4390953,model_3,1,2,2,0
48,1787237022.4390953,model_1,2,1|3,1|2,0
49,1787237027.6266456,model_6,1,3,3,0
49,1787237027.6266456,model_5,1,0,0,0
49,1787237027.6266456,model_3,1,2,2,0
49,1787237027.6266456,model_2,1,1,1,0
49,1787237027.6266456,model_1,2,1|3,1|3,0
50,1787237032.8306222,model_6,1,3,3,0
50,1787237032.8306222,model_5,1,0,0,0
50,1787237032.8306222,model_2,1,1,1,0
50,1787237032.8306222,model_3,1,2,2,0
50,1787237032.8306222,model_1,2,1|3,1|2,0
51,1787237037.8680823,model_6,1,3,3,0
51,1787237037.8680823,model_3,1,2,2,0
51,1787237037.8680823,model_5,1,0,0,0
51,1787237037.8680823,model_2,1,1,1,0
51,1787237037.8680823,model_1,2,1|3,1|3,0
52,1787237042.999161,model_3,1,2,2,0
52,1787237042.999161,model_5,1,0,0,0
52,1787237042.999161,model_6,1,3,3,0
52,1787237042.999161,model_2,1,1,1,0
52,1787237042.999161,model_4,1,2,2,0
52,1787237042.999161,model_1,2,1|3,1|3,0
53,1787237048.1317763,model_3,1,2,2,0
53,1787237048.1317763,model_6,1,3,3,0
53,1787237048.1317763,model_5,1,0,0,0
53,1787237048.1317763,model_2,1,1,1,0
53,1787237048.1317763,model_4,1,2,2,0
53,1787237048.1317763,model_1,2,1|3,1|3,0
54,1787237053.3131719,model_3,1,2,2,0
54,1787237053.3131719,model_5,1,0,0,0
54,1787237053.3131719,model_6,1,3,3,0
54,1787237053.3131719,model_2,1,1,1,0
54,1787237053.3131719,model_4,1,2,2,0
54,1787237053.3131719,model_1,2,1|3,1|3,0
55,1787237058.5682185,model_3,1,2,2,0
55,1787237058.5682185,model_5,1,0,0,0
55,1787237058.5682185,model_6,1,3,3,0
55,1787237058.5682185,model_4,1,2,2,0
55,1787237058.5682185,model_2,1,1,1,0
55,1787237058.5682185,model_1,2,1|3,1|3,0
56,1787237063.618031,model_3,1,2,2,0
56,1787237063.618031,model_5,1,0,0,0
56,1787237063.618031,model_4,1,2,1,0
56,1787237063.618031,model_6,1,3,3,0
56,1787237063.618031,model_2,1,1,1,0
56,1787237063.618031,model_1,2,1|3,1|3,0
57,1787237068.7589772,model_3,1,2,2,0
57,1787237068.7589772,model_5,1,0,0,0
57,1787237068.7589772,model_2,1,1,1,0
57,1787237068.7589772,model_6,1,3,3,0
57,1787237068.7589772,model_4,1,2,1,0
57,1787237068.7589772,model_1,2,1|3,1|3,0
58,1787237073.8339038,model_3,1,2,2,0
58,1787237073.8339038,model_5,1,0,0,0
58,1787237073.8339038,model_4,1,2,1,0
58,1787237073.8339038,model_2,1,1,1,0
58,1787237073.8339038,model_6,1,3,3,0
58,1787237073.8339038,model_1,2,1|3,1|3,0
59,1787237078.989829,model_3,1,2,2,0
59,1787237078.989829,model_5,1,0,0,0
59,1787237078.989829,model_4,1,2,1,0
59,1787237078.989829,model_6,1,3,3,0
59,1787237078.989829,model_2,1,1,1,0
59,1787237078.989829,model_1,2,1|3,1|3,0
60,1787237084.2160852,model_3,1,2,2,0
60,1787237084.2160852,model_5,1,0,0,0
60,1787237084.2160852,model_2,1,1,1,0
60,1787237084.2160852,model_4,1,2,3,0
60,1787237084.2160852,model_6,1,3,3,0
61,1787237089.3129263,model_3,1,2,2,0
61,1787237089.3129263,model_5,1,0,0,0
61,1787237089.3129263,model_2,1,1,1,0
61,1787237089.3129263,model_4,1,2,3,0
61,1787237089.3129263,model_6,1,3,3,0
62,1787237094.586613,model_3,1,2,2,0
62,1787237094.586613,model_5,1,0,0,0
62,1787237094.586613,model_2,1,1,1,0
62,1787237094.586613,model_4,1,2,3,0
62,1787237094.586613,model_6,1,3,3,0
63,1787237099.6536632,model_3,1,2,2,0
63,1787237099.6536632,model_5,1,0,0,0
63,1787237099.6536632,model_2,1,1,1,0
63,1787237099.6536632,model_6,1,3,3,0
63,1787237099.6536632,model_4,1,3,3,0
64,1787237104.8131113,model_3,1,2,2,0
64,1787237104.8131113,model_5,1,0,0,0
64,1787237104.8131113,model_2,1,1,1,0
64,1787237104.8131113,model_4,1,3,3,0
64,1787237104.8131113,model_6,1,3,3,0
65,1787237110.134224,model_3,1,2,2,0
65,1787237110.134224,model_5,1,0,0,0
65,1787237110.134224,model_2,1,1,1,0
65,1787237110.134224,model_4,1,3,3,0
65,1787237110.134224,model_6,1,3,3,0
66,1787237115.351065,model_3,1,2,2,0
66,1787237115.351065,model_5,1,0,0,0
